,genename,offtarget,# match within CDS,CDS,Gene,RNAseq,platename,Pos.Nr,Position,right size,no band,too big,too small,schmier
240,Cre05.g248500,0.0,1.0,['450'],['1633'],['450'],P1kCre5,31.0,G4,1.0,,,,
241,Cre05.g234250,0.0,1.0,['867'],['1608'],"['964', '993', '867', '897']",P1kCre9,39.0,G5,0.0,1.0,,,
242,Cre05.g244901,0.0,1.0,['165'],['165'],"['165', '165', '165']",P1kCre1+2,17.0,A3,0.0,1.0,,,
243,Cre05.g236150,0.0,1.0,['699'],['2123'],['699'],P1kCre7,40.0,H5,1.0,,,,
244,Cre15.g643702,0.0,1.0,['198'],['198'],"['198', '199']",P1kCre3,63.0,G8,1.0,,,,
245,Cre15.g638500,0.0,1.0,['942'],['4551'],"['942', '942', '942', '942']",P1kCre9,84.0,D11,1.0,,,,
246,Cre15.g643499,0.0,1.0,['192'],['192'],['192'],P1kCre11,19.0,C3,0.0,1.0,,,
247,Cre13.g586916,0.0,1.0,['858'],['2800'],[],P1kCre9,35.0,C5,1.0,,,,
248,Cre13.g580300,0.0,1.0,['930'],['2040'],['930'],P1kCre9,78.0,F10,1.0,,,,
249,Cre13.g588550,0.0,1.0,['933'],['2379'],['933'],P1kCre3,48.0,H6,1.0,,,,
250,Cre13.g606800,0.0,1.0,['936'],['2275'],['936'],P1kCre9,80.0,H10,0.0,0.0,1.0,,
251,Cre13.g568950,0.0,1.0,['648'],['2219'],"['648', '780', '590', '838', '668', '726']",P1kCre7,17.0,A3,0.0,1.0,,,
252,Cre13.g586550,0.0,1.0,['414'],['896'],"['414', '896', '414']",P1kCre5,11.0,C2,1.0,,,,
253,Cre13.g582650,0.0,1.0,['447'],['1312'],[],P1kCre5,29.0,E4,0.0,1.0,,,
254,Cre13.g578150,0.0,1.0,['546'],['1979'],['546'],P1kCre5,67.0,C9,0.0,1.0,,,
255,Cre13.g571600,0.0,1.0,['408'],['1222'],['408'],P1kCre5,7.0,G1,1.0,,,,
256,Cre13.g585150,0.0,1.0,['735'],['735'],['735'],P1kCre7,59.0,C8,1.0,,,,
257,Cre13.g577500,0.0,1.0,['804'],['2927'],"['1428', '669', '932']",P1kCre3,17.0,A3,1.0,,,,
258,Cre02.g086500,0.0,1.0,['855'],['2059'],"['855', '855']",P1kCre9,31.0,G4,1.0,,,,
259,Cre02.g077200,0.0,1.0,['819'],['1222'],['819'],P1kCre9,12.0,D2,0.0,1.0,,,
260,Cre02.g114600,0.0,1.0,['594'],['1507'],['594'],P1kCre5,91.0,C12,1.0,,,,
261,Cre02.g077500,0.0,1.0,['414'],['1342'],['414'],P1kCre1+2,4.0,D1,1.0,,,,
262,Cre02.g078500,0.0,1.0,['519'],['1257'],[],P1kCre5,50.0,B7,1.0,,,,
263,Cre02.g084050,0.0,1.0,['996'],['2835'],['996'],P1kCre11,13.0,E2,0.0,1.0,,,
264,Cre02.g106200,0.0,1.0,['951'],[],"['1115', '951']",P1kCre3,52.0,D7,1.0,,,,
265,Cre02.g141200,0.0,1.0,['960'],[],"['960', '960', '960', '960']",P1kCre1+2,16.0,H2,1.0,,,,
266,Cre02.g075550,0.0,1.0,['417'],['1927'],"['417', '417', '417']",P1kCre5,12.0,D2,0.0,1.0,,,
267,Cre02.g073600,0.0,1.0,['216'],['1595'],"['216', '216', '216']",P1kCre3,67.0,C9,0.0,1.0,,,
268,Cre02.g096200,0.0,1.0,['873'],['4065'],"['873', '873']",P1kCre9,41.0,A6,1.0,,,,
269,Cre02.g097400,0.0,1.0,['495'],['1338'],"['495', '495', '495']",P1kCre1+2,55.0,G7,1.0,,,,
270,Cre02.g143550,0.0,1.0,['840'],['1329'],['840'],P1kCre9,22.0,F3,0.0,1.0,,,
271,Cre02.g080850,0.0,1.0,['810'],[],[],P1kCre9,10.0,B2,1.0,,,,
272,Cre02.g147100,0.0,1.0,['453'],['2039'],"['453', '453']",P1kCre5,34.0,B5,1.0,,,,
273,Cre02.g073850,0.0,1.0,['627'],['1225'],['627'],P1kCre1+2,80.0,H10,1.0,,,,
274,Cre02.g142687,1.0,1.0,['543'],['1151'],"['543', '543', '543', '543']",P1kCre5,62.0,F8,1.0,,,,
275,Cre02.g095090,0.0,1.0,['951'],['3593'],['744'],P1kCre9,86.0,F11,1.0,,,,
276,Cre02.g145300,0.0,1.0,['525'],['3751'],"['525', '525']",P1kCre5,55.0,G7,1.0,,,,
277,Cre02.g084950,0.0,1.0,['966'],['2751'],['966'],P1kCre9,95.0,G12,0.0,1.0,,,
278,Cre02.g095106,0.0,1.0,['783'],['3353'],['783'],P1kCre7,88.0,H11,0.0,1.0,,,
279,Cre02.g095069,0.0,1.0,['384'],[],['384'],P1kCre3,94.0,F12,0.0,1.0,,,
280,Cre02.g098950,0.0,1.0,['810'],['1805'],[],P1kCre3,19.0,C3,1.0,,,,
281,Cre02.g103550,0.0,1.0,['423'],[],"['423', '423']",P1kCre5,16.0,H2,1.0,,,,
282,Cre02.g073800,0.0,1.0,['168'],['447'],"['168', '168']",P1kCre3,59.0,C8,0.0,1.0,,,
283,Cre02.g098400,0.0,1.0,['804'],['2127'],['804'],P1kCre9,3.0,C1,1.0,,,,
284,Cre02.g115800,0.0,1.0,['795'],['2027'],['795'],P1kCre7,95.0,G12,1.0,,,,
285,Cre02.g099000,0.0,1.0,['807'],['1738'],"['807', '807', '768']",P1kCre3,18.0,B3,0.0,1.0,,,
286,Cre02.g144000,0.0,1.0,['870'],['1656'],"['870', '870', '870', '870']",P1kCre9,40.0,H5,1.0,,,,
287,Cre02.g116650,0.0,1.0,['396'],['1311'],['396'],P1kCre5,2.0,B1,1.0,,,,
288,Cre02.g105300,0.0,1.0,['573'],['1756'],"['573', '573']",P1kCre5,75.0,C10,1.0,,,,
289,Cre02.g111700,0.0,1.0,['636'],['2640'],"['636', '636']",P1kCre7,9.0,A2,1.0,,,,
290,Cre02.g083350,1.0,1.0,['522'],['661'],"['627', '216', '645', '627', '645', '645', '645']",P1kCre5,51.0,C7,0.0,1.0,,,
291,Cre02.g111108,0.0,1.0,['390'],[],"['390', '390', '390', '390']",P1kCre3,96.0,H12,1.0,,,,
292,Cre02.g141550,0.0,1.0,['690'],[],[],P1kCre1+2,93.0,E12,1.0,,,,
293,Cre02.g113100,0.0,1.0,['348'],['1105'],"['348', '348']",P1kCre3,85.0,E11,1.0,,,,
294,Cre02.g087300,0.0,1.0,['996'],['2990'],"['996', '996', '1195']",P1kCre11,14.0,F2,1.0,,,,
295,Cre02.g095450,0.0,1.0,['711'],['2324'],['711'],P1kCre7,47.0,G6,0.0,1.0,,,
296,Cre02.g096455,0.0,1.0,['870'],['1124'],['1028'],P1kCre3,32.0,H4,0.0,1.0,,,
297,Cre02.g076400,0.0,1.0,['525'],['1472'],['525'],P1kCre1+2,60.0,D8,1.0,,,,
298,Cre02.g085650,0.0,1.0,['924'],[],"['924', '1626', '878', '1672', '1358', '1312', '924']",P1kCre9,74.0,B10,1.0,,,,
299,Cre02.g102350,0.0,1.0,['918'],['2720'],"['918', '1004']",P1kCre9,68.0,D9,1.0,,,,
300,Cre02.g114700,0.0,1.0,['543'],['1359'],"['543', '823']",P1kCre1+2,64.0,H8,1.0,,,,
301,Cre02.g145550,0.0,1.0,['648'],['2268'],"['648', '648', '648']",P1kCre1+2,9.0,A2,1.0,,,,
302,Cre02.g073300,0.0,1.0,['501'],['1121'],[],P1kCre5,42.0,B6,0.0,,1.0,,1.0
303,Cre02.g145000,0.0,1.0,['945'],['2566'],['945'],P1kCre3,50.0,B7,1.0,,,,
304,Cre02.g108450,0.0,1.0,['417'],['1206'],"['417', '417', '564', '417', '417', '417']",P1kCre5,13.0,E2,1.0,,,,
305,Cre02.g113400,0.0,1.0,['921'],['1637'],['921'],P1kCre9,72.0,H9,0.0,1.0,,,
306,Cre02.g143052,0.0,1.0,['279'],['522'],['279'],P1kCre1+2,26.0,B4,0.0,1.0,,,
307,Cre02.g102800,0.0,1.0,['330'],['1814'],['330'],P1kCre1+2,29.0,E4,1.0,,,,
308,Cre02.g095089,0.0,1.0,['582'],['2917'],['582'],P1kCre5,81.0,A11,1.0,,,,
309,Cre02.g095070,0.0,1.0,['450'],[],['450'],P1kCre5,30.0,F4,1.0,,,,
310,Cre02.g091550,0.0,1.0,['714'],['1928'],['714'],P1kCre7,50.0,B7,1.0,,,,
311,Cre02.g103500,0.0,1.0,['858'],['858'],['858'],P1kCre9,34.0,B5,1.0,,,,
312,Cre03.g187500,0.0,1.0,['711'],['2060'],['711'],P1kCre7,48.0,H6,1.0,,,,
313,Cre03.g162100,0.0,1.0,['960'],['1867'],['960'],P1kCre3,53.0,E7,1.0,,,,
314,Cre03.g151600,0.0,1.0,['444'],['1319'],"['444', '444']",P1kCre5,24.0,H3,1.0,,,,
315,Cre03.g151850,0.0,1.0,['960'],['2878'],[],P1kCre9,92.0,D12,0.0,1.0,,,
316,Cre03.g170750,0.0,1.0,['546'],['1190'],['546'],P1kCre5,65.0,A9,1.0,,,,
317,Cre03.g199983,0.0,1.0,['942'],['2706'],['942'],P1kCre3,49.0,A7,1.0,,,,
318,Cre03.g148750,0.0,1.0,['906'],['2848'],"['906', '1008', '906']",P1kCre9,61.0,E8,1.0,,,,
319,Cre03.g194400,0.0,1.0,['972'],[],['972'],P1kCre3,55.0,G7,1.0,,,,
320,Cre03.g207350,0.0,1.0,['573'],['1011'],[],P1kCre5,76.0,D10,0.0,0.0,1.0,,
321,Cre03.g162601,0.0,1.0,['930'],['2475'],['930'],P1kCre3,46.0,F6,0.0,1.0,,,
322,Cre03.g196900,0.0,1.0,['771'],['977'],"['771', '771', '771', '771']",P1kCre7,85.0,E11,1.0,,,,
323,Cre03.g167000,0.0,1.0,['489'],['1355'],"['489', '489']",P1kCre5,40.0,H5,1.0,,,,
324,Cre03.g180700,0.0,1.0,['228'],[],[],P1kCre3,68.0,D9,0.0,1.0,,,
325,Cre03.g182350,0.0,1.0,['624'],['1842'],"['624', '600']",P1kCre7,6.0,F1,1.0,,,,
326,Cre03.g185750,0.0,1.0,['888'],['2324'],[],P1kCre3,35.0,C5,0.0,1.0,,,
327,Cre03.g196800,0.0,1.0,['174'],['828'],[],P1kCre3,60.0,D8,0.0,1.0,,,
328,Cre03.g207000,0.0,1.0,['774'],['1450'],['774'],P1kCre3,11.0,C2,1.0,,,,
329,Cre03.g178350,0.0,1.0,['471'],['1618'],['471'],P1kCre5,38.0,F5,1.0,,,,
330,Cre03.g201776,0.0,1.0,['798'],['3187'],['798'],P1kCre9,2.0,B1,1.0,,,,
331,Cre03.g199535,0.0,1.0,['741'],['1759'],['741'],P1kCre7,64.0,H8,0.0,1.0,,,
332,Cre03.g189500,0.0,1.0,['654'],['1726'],['654'],P1kCre7,22.0,F3,1.0,,,,
333,Cre03.g175500,0.0,1.0,['507'],['2000'],[],P1kCre1+2,57.0,A8,1.0,,,,
334,Cre03.g198100,0.0,1.0,['270'],['720'],"['270', '270', '430']",P1kCre3,72.0,H9,1.0,,,,
335,Cre03.g200450,0.0,1.0,['435'],['1097'],[],P1kCre5,22.0,F3,1.0,,,,
336,Cre03.g156250,0.0,1.0,['639'],['1473'],['639'],P1kCre1+2,84.0,D11,1.0,,,,
337,Cre03.g160200,0.0,1.0,['891'],['1733'],"['976', '891']",P1kCre3,37.0,E5,1.0,,,,
338,Cre03.g198000,0.0,1.0,['993'],['1814'],"['993', '993', '1083']",P1kCre3,58.0,B8,1.0,,,,
339,Cre03.g184400,0.0,1.0,['417'],['1127'],['417'],P1kCre5,14.0,F2,1.0,0.0,,,
340,Cre03.g189450,0.0,1.0,['567'],[],[],P1kCre1+2,70.0,F9,1.0,,,,
341,Cre03.g213649,0.0,1.0,['984'],['1978'],[],P1kCre3,56.0,H7,0.0,1.0,,,
342,Cre03.g180350,0.0,1.0,['264'],['598'],"['264', '264', '264']",P1kCre1+2,24.0,H3,1.0,,,,
343,Cre03.g150300,0.0,1.0,['435'],['907'],['435'],P1kCre1+2,45.0,E6,1.0,,,,
344,Cre03.g190850,0.0,1.0,['846'],['846'],['846'],P1kCre3,28.0,D4,0.0,0.0,1.0,,
345,Cre03.g145247,0.0,1.0,['669'],[],"['669', '669', '669', '669', '669']",P1kCre1+2,89.0,A12,1.0,,,,
346,Cre03.g158950,0.0,1.0,['387'],['1246'],['387'],P1kCre3,95.0,G12,1.0,,,,
347,Cre03.g187450,0.0,1.0,['807'],['807'],['807'],P1kCre9,6.0,F1,1.0,,,,
348,Cre03.g156900,0.0,1.0,['804'],['1782'],[],P1kCre9,4.0,D1,1.0,,,,
349,Cre03.g171550,0.0,1.0,['834'],['2275'],"['1130', '834']",P1kCre9,18.0,B3,1.0,,,,
350,Cre03.g148100,0.0,1.0,['873'],['2667'],['873'],P1kCre9,42.0,B6,0.0,1.0,,,
351,Cre03.g204353,0.0,1.0,['603'],['707'],"['603', '603', '603', '603']",P1kCre5,96.0,H12,1.0,,,,
352,Cre03.g210961,0.0,1.0,['906'],['2363'],['906'],P1kCre9,62.0,F8,1.0,,,,
353,Cre03.g188050,0.0,1.0,['597'],['847'],[],P1kCre5,94.0,F12,0.0,1.0,,,
354,Cre03.g198850,0.0,1.0,['744'],['2980'],"['744', '744']",P1kCre3,9.0,A2,1.0,,,,
355,Cre03.g208558,0.0,1.0,['651'],['929'],[],P1kCre7,20.0,D3,0.0,1.0,,,
356,Cre03.g146467,0.0,1.0,['600'],['2133'],"['600', '600', '600', '600']",P1kCre5,95.0,G12,1.0,,,,
357,Cre03.g180400,1.0,1.0,['759'],['759'],['759'],P1kCre7,79.0,G10,0.0,1.0,,,
358,Cre03.g184151,0.0,1.0,['348'],['737'],"['348', '348']",P1kCre3,86.0,F11,1.0,,,,
359,Cre03.g193350,0.0,1.0,['903'],['2519'],['903'],P1kCre9,58.0,B8,1.0,,,,
360,Cre01.g021050,0.0,1.0,['576'],['1547'],['576'],P1kCre5,79.0,G10,1.0,,,,
361,Cre01.g040450,0.0,1.0,['453'],['836'],['453'],P1kCre5,33.0,A5,1.0,,,,
362,Cre01.g036400,0.0,1.0,['750'],[],"['750', '750', '750', '1215']",P1kCre7,72.0,H9,0.0,1.0,,,
363,Cre01.g045200,0.0,1.0,['525'],['2131'],"['525', '525']",P1kCre5,54.0,F7,1.0,,,,
364,Cre01.g047950,0.0,1.0,['612'],['1114'],"['612', '690']",P1kCre1+2,77.0,E10,1.0,,,,
365,Cre01.g036550,0.0,1.0,['411'],[],"['411', '411']",P1kCre5,8.0,H1,1.0,,,,
366,Cre01.g037650,0.0,1.0,['846'],['1817'],[],P1kCre9,27.0,C4,1.0,,,,
367,Cre01.g023200,0.0,1.0,['939'],['2377'],"['939', '1059', '939', '939']",P1kCre9,81.0,A11,1.0,,,,
368,Cre01.g016750,1.0,1.0,['735'],['1117'],['735'],P1kCre7,57.0,A8,0.0,1.0,,,
369,Cre01.g034451,0.0,1.0,['891'],['4013'],[],P1kCre3,36.0,D5,1.0,,,,
370,Cre01.g044000,0.0,1.0,['450'],[],[],P1kCre1+2,47.0,G6,0.0,1.0,,,
371,Cre01.g005450,0.0,1.0,['648'],[],"['648', '648', '648', '648', '648', '648']",P1kCre7,16.0,H2,1.0,,,,
372,Cre01.g018000,0.0,1.0,['372'],['1131'],['372'],P1kCre1+2,33.0,A5,1.0,,,,
373,Cre01.g004250,0.0,1.0,['342'],['723'],['342'],P1kCre3,83.0,C11,1.0,,,,
374,Cre01.g014850,0.0,1.0,['750'],['1873'],['750'],P1kCre7,71.0,G9,1.0,,,,
375,Cre01.g037850,0.0,1.0,['693'],['2101'],"['693', '693']",P1kCre7,38.0,F5,1.0,,,,
376,Cre01.g025025,1.0,1.0,['390'],['390'],"['390', '408', '390', '408', '408', '408']",P1kCre1+2,3.0,C1,0.0,1.0,,,
377,Cre01.g052100,0.0,1.0,['435'],['1221'],['435'],P1kCre5,20.0,D3,1.0,,,,
378,Cre01.g032300,0.0,1.0,['663'],['1827'],['663'],P1kCre7,26.0,B4,1.0,,,,
379,Cre01.g034550,0.0,1.0,['528'],['1093'],"['528', '528']",P1kCre1+2,61.0,E8,1.0,,,,
380,Cre01.g049500,0.0,1.0,['459'],['646'],"['459', '459']",P1kCre1+2,48.0,H6,1.0,,,,
381,Cre01.g066552,0.0,1.0,['519'],['1278'],"['519', '519', '519', '519']",P1kCre5,49.0,A7,1.0,,,,
382,Cre01.g042850,0.0,1.0,['714'],['1741'],['714'],P1kCre7,49.0,A7,1.0,1.0,,,
383,Cre01.g010300,0.0,1.0,['651'],['2043'],[],P1kCre7,19.0,C3,0.0,1.0,,,
384,Cre01.g069107,0.0,1.0,['195'],['368'],"['195', '195']",P1kCre11,20.0,D3,1.0,,,,
385,Cre01.g016600,1.0,1.0,['735'],['1116'],['735'],P1kCre7,56.0,H7,1.0,,,,
386,Cre01.g038950,0.0,1.0,['516'],['1537'],['516'],P1kCre5,48.0,H6,1.0,,,,
387,Cre01.g027900,0.0,1.0,['507'],['1873'],['507'],P1kCre5,44.0,D6,1.0,,,,
388,Cre01.g038800,0.0,1.0,['882'],['2017'],['882'],P1kCre9,46.0,F6,1.0,,,,
389,Cre01.g033300,0.0,1.0,['888'],['2518'],['888'],P1kCre9,50.0,B7,1.0,,,,
390,Cre01.g024850,0.0,1.0,['405'],['724'],['405'],P1kCre1+2,43.0,C6,1.0,,,,
391,Cre01.g055200,0.0,1.0,['549'],['1182'],[],P1kCre5,68.0,D9,0.0,0.0,1.0,,
392,Cre01.g052250,0.0,1.0,['435'],['975'],['435'],P1kCre5,21.0,E3,1.0,,,,
393,Cre01.g006100,0.0,1.0,['399'],['1183'],['399'],P1kCre5,4.0,D1,0.0,1.0,,,
394,Cre01.g061442,0.0,1.0,['300'],['1064'],['300'],P1kCre3,74.0,B10,1.0,,,,
395,Cre01.g044050,0.0,1.0,['198'],['713'],['198'],P1kCre3,62.0,F8,1.0,,,,
396,Cre10.g422700,0.0,1.0,['891'],['2839'],['891'],P1kCre9,54.0,F7,0.0,1.0,,,
397,Cre10.g424400,0.0,1.0,['810'],['2310'],['810'],P1kCre3,20.0,D3,1.0,,,,
398,Cre10.g424500,0.0,1.0,['930'],['2421'],"['930', '905']",P1kCre9,76.0,D10,0.0,,,,
399,Cre10.g454550,0.0,1.0,['285'],['809'],"['285', '285']",P1kCre3,73.0,A10,1.0,,,,
400,Cre10.g446100,0.0,1.0,['456'],['1135'],"['456', '456', '730', '730', '456', '730']",P1kCre5,37.0,E5,1.0,,,,
401,Cre10.g418700,0.0,1.0,['591'],['1720'],"['591', '711', '591', '833']",P1kCre5,88.0,H11,1.0,,,,
402,Cre10.g456050,0.0,1.0,['603'],['1358'],"['603', '603', '603']",P1kCre1+2,8.0,H1,1.0,,,,
403,Cre10.g429850,0.0,1.0,['813'],['3278'],['813'],P1kCre3,22.0,F3,1.0,0.0,,1.0,
404,Cre10.g434250,0.0,1.0,['723'],['1930'],['723'],P1kCre3,6.0,F1,1.0,,,,
405,Cre10.g462500,0.0,1.0,['792'],[],[],P1kCre7,93.0,E12,0.0,1.0,,,
406,Cre10.g457500,0.0,1.0,['813'],['1606'],['813'],P1kCre9,11.0,C2,0.0,1.0,,,
407,Cre10.g466850,0.0,1.0,['510'],['1985'],"['510', '510']",P1kCre5,46.0,F6,1.0,,,,
408,Cre10.g465900,0.0,1.0,['978'],[],['978'],P1kCre11,8.0,H1,1.0,,,,
409,Cre10.g457650,0.0,1.0,['408'],['995'],['408'],P1kCre5,5.0,E1,1.0,,,,
410,Cre10.g466500,0.0,1.0,['591'],['1409'],['591'],P1kCre5,89.0,A12,1.0,,,,
411,Cre10.g464850,0.0,1.0,['780'],['2974'],['780'],P1kCre3,13.0,E2,1.0,,,,
412,Cre10.g462700,0.0,1.0,['693'],['1863'],"['693', '719']",P1kCre7,39.0,G5,0.0,1.0,,,
413,Cre10.g456100,0.0,1.0,['603'],['1570'],"['603', '603']",P1kCre1+2,76.0,D10,1.0,,,,
414,Cre10.g417550,0.0,1.0,['909'],['2232'],"['1035', '909', '1505']",P1kCre9,66.0,B9,1.0,,,,
415,Cre10.g449000,0.0,1.0,['930'],['1725'],['930'],P1kCre9,77.0,E10,1.0,,,,
416,Cre10.g419800,0.0,1.0,['741'],['2037'],['741'],P1kCre7,65.0,A9,1.0,,,,
417,Cre10.g446050,0.0,1.0,['786'],[],[],P1kCre7,90.0,B12,1.0,0.0,1.0,,
418,Cre10.g451200,0.0,1.0,['444'],[],[],P1kCre5,25.0,A4,0.0,1.0,,,
419,Cre10.g450350,0.0,1.0,['567'],['986'],['567'],P1kCre1+2,71.0,G9,1.0,,,,
420,Cre10.g441500,0.0,1.0,['888'],['2855'],['888'],P1kCre9,51.0,C7,1.0,,,,
421,Cre10.g455950,0.0,1.0,['954'],['2328'],['954'],P1kCre9,89.0,A12,1.0,,,,
422,Cre10.g446350,0.0,1.0,['774'],['2112'],['774'],P1kCre7,86.0,F11,1.0,,,,
423,Cre10.g437850,0.0,1.0,['855'],[],['855'],P1kCre9,32.0,H4,1.0,,,,
424,Cre10.g464500,0.0,1.0,['864'],['1706'],[],P1kCre3,31.0,G4,1.0,,,,
425,Cre10.g456250,0.0,1.0,['642'],['1756'],"['1158', '694', '642']",P1kCre1+2,87.0,G11,1.0,,,,
426,Cre10.g436053,0.0,1.0,['936'],['1742'],[],P1kCre9,79.0,G10,0.0,1.0,,,
427,Cre10.g430750,0.0,1.0,['969'],['1654'],[],P1kCre11,2.0,B1,1.0,,,,
428,Cre04.g224800,0.0,1.0,['657'],['1939'],['657'],P1kCre7,24.0,H3,1.0,,,,
429,Cre04.g217903,0.0,1.0,['900'],[],[],P1kCre3,40.0,H5,0.0,1.0,,,
430,Cre04.g218250,0.0,1.0,['531'],['2200'],"['531', '564', '531']",P1kCre5,57.0,A8,1.0,,,,
431,Cre04.g218750,0.0,1.0,['642'],['2365'],['642'],P1kCre7,11.0,C2,1.0,,,,
432,Cre04.g214750,0.0,1.0,['615'],['1417'],['615'],P1kCre1+2,79.0,G10,0.0,1.0,,,
433,Cre04.g217918,0.0,1.0,['288'],['288'],['288'],P1kCre1+2,27.0,C4,1.0,,,,
434,Cre04.g226900,0.0,1.0,['717'],['2223'],['1667'],P1kCre3,2.0,B1,0.0,0.0,1.0,,
435,Cre04.g229100,0.0,1.0,['522'],['1419'],"['522', '731', '690', '1087', '690', '1087']",P1kCre5,52.0,D7,1.0,,,,
436,Cre04.g214801,0.0,1.0,['378'],[],['404'],P1kCre3,93.0,E12,0.0,1.0,,,
437,Cre04.g224683,0.0,1.0,['336'],['787'],[],P1kCre1+2,30.0,F4,0.0,1.0,,,
438,Cre04.g216350,0.0,1.0,['954'],['3254'],"['1163', '954']",P1kCre9,88.0,H11,0.0,1.0,,,
439,Cre04.g225900,0.0,1.0,['657'],['1658'],['657'],P1kCre7,25.0,A4,1.0,,,,
440,Cre04.g213761,0.0,1.0,['747'],['3304'],"['1688', '997', '759', '759']",P1kCre7,69.0,E9,1.0,,,,
441,Cre12.g517800,0.0,1.0,['894'],['1683'],['894'],P1kCre3,39.0,G5,1.0,,,,
442,Cre12.g498550,0.0,1.0,['978'],['2996'],"['978', '978']",P1kCre11,9.0,A2,1.0,,,,
443,Cre12.g549852,0.0,1.0,['789'],['2231'],['789'],P1kCre7,92.0,D12,1.0,,,,
444,Cre12.g527450,0.0,1.0,['594'],['2040'],['764'],P1kCre5,93.0,E12,1.0,,,,
445,Cre12.g559350,0.0,1.0,['924'],['3789'],[],P1kCre3,43.0,C6,1.0,,,,
446,Cre12.g527750,0.0,1.0,['408'],['582'],['408'],P1kCre5,6.0,F1,1.0,,,,
447,Cre12.g547400,0.0,1.0,['429'],['1941'],"['816', '429', '429', '429', '429', '429']",P1kCre5,19.0,C3,1.0,,,,
448,Cre12.g534350,0.0,1.0,['960'],['3451'],['960'],P1kCre9,93.0,E12,0.0,1.0,,,
449,Cre12.g524750,0.0,1.0,['750'],['750'],['750'],P1kCre7,74.0,B10,1.0,,,,
450,Cre12.g491150,0.0,1.0,['396'],['1633'],"['396', '396']",P1kCre1+2,41.0,A6,1.0,,,,
451,Cre12.g522600,0.0,1.0,['336'],['838'],"['336', '1083', '336', '336', '336', '336', '336']",P1kCre1+2,31.0,G4,1.0,0.0,,,
452,Cre12.g519000,0.0,1.0,['795'],['2069'],"['795', '795']",P1kCre7,96.0,H12,1.0,,,,
453,Cre12.g490600,0.0,1.0,['723'],['1304'],"['909', '723']",P1kCre7,53.0,E7,1.0,,,,
454,Cre12.g523832,0.0,1.0,['573'],['1543'],"['573', '510']",P1kCre5,78.0,F10,1.0,,,,
455,Cre12.g537050,0.0,1.0,['201'],['409'],"['201', '201', '201', '201']",P1kCre1+2,19.0,C3,0.0,1.0,,,
456,Cre12.g502678,0.0,1.0,['315'],['315'],"['315', '315']",P1kCre3,77.0,E10,0.0,0.0,1.0,,1.0
457,Cre12.g549950,0.0,1.0,['471'],['2026'],"['471', '471']",P1kCre1+2,51.0,C7,1.0,,,,
458,Cre12.g514300,0.0,1.0,['858'],['1781'],['858'],P1kCre3,30.0,F4,1.0,,,,
459,Cre12.g560200,0.0,1.0,['444'],['1939'],"['444', '444', '444']",P1kCre5,26.0,B4,0.0,1.0,,,
460,Cre12.g510250,0.0,1.0,['474'],['876'],['474'],P1kCre1+2,52.0,D7,1.0,,,,
461,Cre12.g550702,0.0,1.0,['450'],['1716'],['450'],P1kCre5,32.0,H4,1.0,,,,
462,Cre12.g533800,0.0,1.0,['561'],['3224'],['561'],P1kCre5,71.0,G9,1.0,,,,
463,Cre12.g559950,0.0,1.0,['513'],['1894'],"['513', '513', '513']",P1kCre5,47.0,G6,1.0,,,,
464,Cre12.g556400,0.0,1.0,['888'],[],[],P1kCre1+2,14.0,F2,1.0,,,,
465,Cre12.g529150,0.0,1.0,['819'],['3164'],"['716', '819', '1226', '1123', '976', '1247']",P1kCre9,14.0,F2,0.0,0.0,1.0,,
466,Cre12.g514900,0.0,1.0,['249'],['634'],"['249', '249', '249', '249']",P1kCre3,71.0,G9,1.0,,,,
467,Cre12.g553300,1.0,1.0,['834'],['834'],[],P1kCre9,19.0,C3,0.0,1.0,,,
468,Cre12.g485200,0.0,1.0,['630'],['909'],[],P1kCre7,8.0,H1,0.0,0.0,1.0,,
469,Cre12.g509600,0.0,1.0,['354'],['878'],"['354', '354']",P1kCre3,88.0,H11,1.0,,,,
470,Cre12.g554200,0.0,1.0,['678'],['2505'],['678'],P1kCre1+2,10.0,B2,1.0,,,,
471,Cre12.g493950,0.0,1.0,['492'],[],"['492', '492', '492']",P1kCre5,41.0,A6,1.0,0.0,,,
472,Cre12.g517050,0.0,1.0,['930'],['1621'],"['930', '885']",P1kCre3,47.0,G6,1.0,,,,
473,Cre12.g540500,0.0,1.0,['711'],['1687'],"['711', '711', '711']",P1kCre3+4,1.0,A1,1.0,,,,
474,Cre12.g557950,0.0,1.0,['882'],['2489'],['882'],P1kCre9,48.0,H6,0.0,0.0,1.0,1.0,
475,Cre12.g507450,0.0,1.0,['927'],['2238'],['927'],P1kCre3,45.0,E6,0.0,1.0,,,
476,Cre12.g558450,0.0,1.0,['954'],['5196'],"['954', '954', '954']",P1kCre9,90.0,B12,1.0,,,,
477,Cre12.g519350,0.0,1.0,['846'],[],"['846', '846']",P1kCre9,28.0,D4,1.0,,,,
478,Cre12.g553700,0.0,1.0,['645'],['2420'],['645'],P1kCre7,15.0,G2,1.0,,,,
479,Cre12.g538650,0.0,1.0,['885'],['1979'],['885'],P1kCre3,34.0,B5,1.0,,,,
480,Cre12.g535900,0.0,1.0,['543'],['2078'],[],P1kCre1+2,65.0,A9,1.0,0.0,,,
481,Cre12.g544200,0.0,1.0,['834'],[],[],P1kCre3,26.0,B4,0.0,1.0,,,
