	Genename	ALY	ESA	AHA	AHA1
2837	AT5G25415.1	351553	Thhalv10005486m	Araha.8312s0001.1.p	NaN
2844	AT5G56750.1	495766	Thhalv10014006m	Araha.0863s0003.1.p	NaN
2845	AT1G34790.1	473652	Thhalv10001872m	Araha.5541s0001.1.p	NaN
2846	AT3G57100.1	938682	Thhalv10027573m	Araha.56972s0001.1.p	NaN
2851	AT2G43740.1	483487	Thhalv10010901m	Araha.3362s0002.1.p	NaN
2854	AT1G71680.1	476285	Thhalv10018602m	Araha.7729s0003.1.p	NaN
2864	ATCG00300.1	925532	Thhalv10011069m	Araha.1128s0001.1.p	NaN
2879	AT2G43230.2	483429	Thhalv10001469m	Araha.9852s0008.1.p	NaN
2891	AT1G47470.1	928921	Thhalv10022160m	Araha.4024s0006.1.p	NaN
2901	AT3G60245.1	939059	Thhalv10006337m	Araha.16932s0001.1.p	NaN
2908	AT1G11180.2	471253	Thhalv10008358m	Araha.1061s0007.1.p	NaN
2918	AT4G13750.1	890991	Thhalv10024181m	Araha.4238s0002.1.p	NaN
2931	AT4G03220.1	327489	Thhalv10029130m	Araha.7612s0013.1.p	NaN
2936	AT1G22120.1	313100	Thhalv10009423m	Araha.7166s0006.1.p	NaN
2959	AT5G57720.1	332063	Thhalv10014229m	Araha.0550s0048.1.p	NaN
2963	AT1G04470.1	470425	Thhalv10006651m	Araha.5667s0002.1.p	NaN
2971	AT4G29550.1	945056	Thhalv10025678m	Araha.1791s0002.1.p	NaN
2978	AT1G77240.1	476888	Thhalv10018371m	Araha.12575s0006.1.p	NaN
3024	AT1G29025.1	912704	Thhalv10007172m	Araha.10953s0004.1.p	NaN
3030	AT1G24210.1	313265	Thhalv10009749m	Araha.1057s0007.1.p	NaN
3031	AT4G04980.1	490143	Thhalv10029342m	Araha.9581s0002.1.p	NaN
3032	AT3G13220.1	318095	Thhalv10020198m	Araha.10371s0011.1.p	NaN
3040	AT2G34890.1	901331	Thhalv10016409m	Araha.1615s0003.1.p	NaN
3052	AT1G52230.1	474340	Thhalv10011814m	Araha.20713s0002.1.p	NaN
3068	AT4G13090.1	359039	Thhalv10026812m	Araha.36362s0002.1.p	NaN
3070	AT5G44700.1	915708	Thhalv10000741m	Araha.25106s0003.1.p	NaN
3101	AT1G05800.1	470587	Thhalv10009478m	Araha.11551s0006.1.p	NaN
3102	AT2G21910.1	932132	Thhalv10000679m	Araha.21824s0001.1.p	NaN
3104	AT1G02790.1	918933	Thhalv10007721m	Araha.2653s0004.1.p	NaN
3106	AT4G20890.1	492797	Thhalv10025207m	Araha.12732s0013.1.p	NaN
3115	AT4G20170.1	492851	Thhalv10024965m	Araha.14407s0001.1.p	NaN
3120	AT1G65480.1	925616	Thhalv10019214m	Araha.2516s0001.1.p	NaN
3125	AT5G07430.1	487574	Thhalv10013913m	Araha.3415s0006.1.p	NaN
3131	AT1G08380.1	470899	Thhalv10009047m	Araha.0425s0015.1.p	NaN
3136	AT5G63085.1	918087	Thhalv10005221m	Araha.17080s0013.1.p	NaN
3154	AT4G26430.1	492170	Thhalv10025688m	Araha.34918s0001.1.p	NaN
3155	AT5G46610.1	494317	Thhalv10001180m	Araha.2131s0002.1.p	NaN
3166	AT2G32050.1	933767	Thhalv10017679m	Araha.24506s0004.1.p	NaN
3171	AT1G80340.1	909680	Thhalv10019816m	Araha.2878s0028.1.p	NaN
3178	AT3G13065.1	904201	Thhalv10020193m	Araha.11753s0002.1.p	NaN
3180	AT1G65346.1	927850	Thhalv10022976m	Araha.20392s0011.1.p	NaN
3181	AT5G51920.1	949741	Thhalv10015518m	Araha.19277s0001.1.p	NaN
3191	AT2G24040.1	481262	Thhalv10000507m	Araha.12824s0004.1.p	NaN
3205	AT3G26618.1	484426	Thhalv10004248m	Araha.18156s0001.1.p	NaN
3207	AT1G49310.1	314350	Thhalv10011902m	Araha.53931s0001.1.p	NaN
3228	AT3G20530.1	479578	Thhalv10020863m	Araha.13920s0009.1.p	NaN
3233	AT5G13300.1	488148	Thhalv10012699m	Araha.1298s0009.1.p	NaN
3241	AT5G09810.1	487803	Thhalv10013834m	Araha.11116s0001.1.p	NaN
3259	AT1G23970.2	472658	Thhalv10009578m	Araha.4881s0017.1.p	NaN
3261	AT1G18090.1	920735	Thhalv10007197m	Araha.18459s0013.1.p	NaN
3266	AT3G13900.1	341522	Thhalv10019918m	Araha.4235s0008.1.p	NaN
3274	AT1G09795.1	471081	Thhalv10007791m	Araha.3403s0021.1.p	NaN
3281	AT3G58440.1	486292	Thhalv10005920m	Araha.2474s0012.1.p	NaN
3300	AT5G41110.1	493865	Thhalv10027694m	Araha.5892s0001.1.p	NaN
3308	AT1G08200.1	470881	Thhalv10007880m	Araha.5647s0001.1.p	NaN
3312	AT5G25425.1	326811	Thhalv10005691m	Araha.8312s0003.1.p	NaN
3326	AT3G13510.1	929096	Thhalv10020816m	Araha.3842s0003.1.p	NaN
3328	AT1G17310.1	471935	Thhalv10009669m	Araha.2722s0015.1.p	NaN
3334	AT1G54280.1	474559	Thhalv10011189m	Araha.10136s0007.1.p	NaN
3345	AT5G49260.1	331341	Thhalv10005539m	Araha.42552s0002.1.p	NaN
3362	AT4G40090.1	944019	Thhalv10027594m	Araha.1153s0004.1.p	NaN
3376	AT2G39060.1	321600	Thhalv10017080m	Araha.14319s0003.1.p	NaN
3390	AT1G74870.1	476623	Thhalv10018832m	Araha.65387s0007.1.p	NaN
3398	AT2G25940.1	481450	Thhalv10001970m	Araha.14473s0004.1.p	NaN
3401	AT3G24690.1	479980	Thhalv10029189m	Araha.26132s0001.1.p	NaN
3408	AT4G10490.1	895189	Thhalv10028770m	Araha.21351s0001.1.p	NaN
3410	AT1G02390.1	470198	Thhalv10007347m	Araha.0374s0002.1.p	NaN
3423	AT5G51800.1	357417	Thhalv10015853m	Araha.30910s0002.1.p	NaN
3431	AT5G06870.1	487502	Thhalv10014071m	Araha.23810s0009.1.p	NaN
3444	AT5G14490.1	893355	Thhalv10015728m	Araha.37771s0001.1.p	NaN
3447	AT4G14290.1	890926	Thhalv10024836m	Araha.13126s0005.1.p	NaN
3448	AT2G37010.1	482684	Thhalv10016168m	Araha.10539s0001.1.p	NaN
3469	AT1G72980.1	476427	Thhalv10019764m	Araha.5526s0004.1.p	NaN
3474	AT1G26480.1	313341	Thhalv10008445m	Araha.1854s0003.1.p	NaN
3480	AT4G21440.1	492740	Thhalv10027571m	Araha.12381s0001.1.p	NaN
3481	AT5G03820.1	487160	Thhalv10013969m	Araha.3038s0003.1.p	NaN
3486	AT2G33230.1	901141	Thhalv10017688m	Araha.4280s0003.1.p	NaN
3508	AT3G57440.1	938724	Thhalv10006439m	Araha.22119s0002.1.p	NaN
3513	AT3G53450.1	348439	Thhalv10010644m	Araha.9455s0003.1.p	NaN
3515	AT1G71697.1	926523	Thhalv10018799m	Araha.12666s0020.1.p	NaN
3537	AT5G62240.1	496400	Thhalv10004390m	Araha.0403s0010.1.p	NaN
3538	AT1G67600.1	315776	Thhalv10019219m	Araha.22442s0004.1.p	NaN
3551	AT5G23270.1	894206	Thhalv10005579m	Araha.6226s0001.1.p	NaN
3560	AT1G43890.1	473785	Thhalv10011775m	Araha.33728s0003.1.p	NaN
3561	AT1G77830.1	326981	Thhalv10019846m	Araha.30214s0002.1.p	NaN
3567	AT1G51400.1	923621	Thhalv10011883m	Araha.30365s0004.1.p	NaN
3605	AT1G74458.1	316385	Thhalv10019380m	Araha.6832s0001.1.p	NaN
3624	AT3G46160.1	897428	Thhalv10011169m	Araha.42121s0002.1.p	NaN
3641	AT4G37950.1	944044	Thhalv10027081m	Araha.43517s0003.1.p	NaN
3644	AT2G36850.1	482666	Thhalv10016126m	Araha.14249s0001.1.p	NaN
3649	AT2G25880.1	320379	Thhalv10002057m	Araha.36101s0002.1.p	NaN
3667	AT4G36290.1	888428	Thhalv10024673m	Araha.24257s0005.1.p	NaN
3670	AT2G30940.2	482014	Thhalv10017785m	Araha.1786s0009.1.p	NaN
3676	AT2G30460.1	320800	Thhalv10016866m	Araha.14380s0002.1.p	NaN
3700	AT2G17750.1	906606	Thhalv10023935m	Araha.17442s0001.1.p	NaN
3711	AT1G50870.1	474209	Thhalv10027439m	Araha.4685s0004.1.p	NaN
3713	AT4G29980.1	491757	Thhalv10026388m	Araha.8378s0009.1.p	NaN
3730	AT1G13230.1	471479	Thhalv10009891m	Araha.16136s0003.1.p	NaN
3733	AT1G09080.1	311954	Thhalv10009566m	Araha.46353s0001.1.p	NaN
3735	AT3G45810.1	897391	Thhalv10003051m	Araha.32227s0002.1.p	NaN
3750	AT2G03020.1	920894	Thhalv10026831m	Araha.27196s0002.1.p	NaN
3764	AT5G25970.1	942179	Thhalv10004382m	Araha.30771s0001.1.p	NaN
3766	AT5G13000.1	325786	Thhalv10012412m	Araha.3287s0019.1.p	NaN
3769	AT3G47440.1	937483	Thhalv10011032m	Araha.4687s0008.1.p	NaN
3775	AT1G56090.1	474677	Thhalv10011720m	Araha.44817s0004.1.p	NaN
3780	AT1G66850.1	475781	Thhalv10019362m	Araha.24677s0007.1.p	NaN
3793	AT5G48450.1	916339	Thhalv10003863m	Araha.25081s0002.1.p	NaN
3794	AT5G01310.1	486946	Thhalv10012562m	Araha.3975s0017.1.p	NaN
3819	AT4G28400.1	491931	Thhalv10025937m	Araha.25089s0008.1.p	NaN
3823	AT4G31115.2	328609	Thhalv10026012m	Araha.5618s0003.1.p	NaN
3828	AT4G23130.2	492548	Thhalv10024603m	Araha.27556s0002.1.p	NaN
3840	AT5G09461.1	940407	Thhalv10015558m	Araha.70058s0003.1.p	NaN
3851	AT3G51860.1	485541	Thhalv10010359m	Araha.15811s0005.1.p	NaN
3876	AT1G77580.2	476922	Thhalv10019596m	Araha.18004s0002.1.p	NaN
3877	AT2G41560.1	483236	Thhalv10016174m	Araha.35247s0001.1.p	NaN
3878	AT2G43900.1	322057	Thhalv10001286m	Araha.3327s0002.1.p	NaN
3887	AT5G09640.1	487780	Thhalv10015495m	Araha.43982s0002.1.p	NaN
3889	AT1G23110.1	472566	Thhalv10008584m	Araha.20765s0002.1.p	NaN
3892	AT1G15385.1	920443	Thhalv10009244m	Araha.37467s0001.1.p	NaN
3900	AT3G18770.1	904852	Thhalv10020300m	Araha.3451s0018.1.p	NaN
3919	AT3G14880.1	341612	Thhalv10022387m	Araha.0201s0003.1.p	NaN
3932	AT2G42480.1	321928	Thhalv10017566m	Araha.2504s0002.1.p	NaN
3934	AT1G67990.1	475924	Thhalv10019081m	Araha.23567s0002.1.p	NaN
3936	AT5G07550.1	487592	Thhalv10015089m	Araha.1149s0002.1.p	NaN
3993	AT4G27550.1	889395	Thhalv10026761m	Araha.5715s0010.1.p	NaN
3996	AT5G43090.1	915959	Thhalv10003331m	Araha.1597s0001.1.p	NaN
3997	AT3G51490.2	898048	Thhalv10011113m	Araha.27768s0006.1.p	NaN
4008	AT5G66540.1	496951	Thhalv10003981m	Araha.1084s0004.1.p	NaN
4012	AT4G03965.1	490074	Thhalv10029329m	Araha.2407s0002.1.p	NaN
4014	AT4G18910.1	492969	Thhalv10025855m	Araha.10976s0018.1.p	NaN
4022	AT5G62730.1	332502	Thhalv10003918m	Araha.3685s0004.1.p	NaN
4024	AT5G40650.1	493917	Thhalv10027879m	Araha.49527s0001.1.p	NaN
4028	AT3G51410.1	485493	Thhalv10011110m	Araha.48451s0001.1.p	NaN
4049	AT4G02560.1	943471	Thhalv10028403m	Araha.9182s0008.1.p	NaN
4061	AT5G04180.1	487198	Thhalv10014397m	Araha.30177s0010.1.p	NaN
4074	AT1G75700.1	339748	Thhalv10019166m	Araha.10772s0008.1.p	NaN
4081	AT3G21460.1	479665	Thhalv10021819m	Araha.21335s0003.1.p	NaN
4084	AT1G22000.1	921555	Thhalv10009745m	Araha.17708s0001.1.p	NaN
4089	AT2G44300.1	483556	Thhalv10001638m	Araha.7152s0004.1.p	NaN
4094	AT4G32170.1	491517	Thhalv10024958m	Araha.8819s0022.1.p	NaN
4096	AT2G21990.1	481063	Thhalv10000297m	Araha.17962s0002.1.p	NaN
4101	AT1G03190.1	470299	Thhalv10006888m	Araha.5052s0012.1.p	NaN
4104	AT2G34000.1	482347	Thhalv10017362m	Araha.20936s0002.1.p	NaN
4107	AT1G75780.1	476725	Thhalv10018544m	Araha.6095s0004.1.p	NaN
4115	AT1G16150.1	471814	Thhalv10009310m	Araha.1482s0001.1.p	NaN
4129	AT3G61110.1	486581	Thhalv10006345m	Araha.10789s0002.1.p	NaN
4143	AT4G28390.1	491934	Thhalv10025467m	Araha.25089s0006.1.p	NaN
4151	AT1G03610.1	470333	Thhalv10008277m	Araha.19845s0011.1.p	NaN
4156	AT4G05180.1	490167	Thhalv10028939m	Araha.0396s0001.1.p	NaN
4167	AT4G08550.1	327097	Thhalv10029425m	Araha.4542s0002.1.p	NaN
4218	AT5G42340.1	949064	Thhalv10003163m	Araha.34486s0001.1.p	NaN
4234	AT1G01060.1	470177	Thhalv10007028m	Araha.2490s0027.1.p	NaN
4237	AT1G32250.1	922306	Thhalv10009363m	Araha.2690s0003.1.p	NaN
4247	AT2G18196.1	319771	Thhalv10027957m	Araha.5675s0005.1.p	NaN
4251	AT5G07070.1	940156	Thhalv10013492m	Araha.14378s0003.1.p	NaN
4254	AT4G26760.1	492126	Thhalv10024776m	Araha.7389s0011.1.p	NaN
4263	AT1G27990.1	473001	Thhalv10009696m	Araha.1657s0007.1.p	NaN
4267	AT5G62200.1	496397	Thhalv10004970m	Araha.30814s0002.1.p	NaN
4283	AT3G16580.1	479123	Thhalv10021923m	Araha.16265s0003.1.p	NaN
4300	AT1G77920.1	909416	Thhalv10018715m	Araha.10817s0004.1.p	NaN
4310	AT4G34860.1	491170	Thhalv10024783m	Araha.2133s0007.1.p	NaN
4317	AT3G22420.2	905276	Thhalv10020315m	Araha.38221s0001.1.p	NaN
4335	AT3G63360.1	324760	Thhalv10006301m	Araha.1304s0010.1.p	NaN
4356	AT3G21970.1	479716	Thhalv10021968m	Araha.2112s0007.1.p	NaN
4364	AT1G72660.1	476401	Thhalv10019770m	Araha.12369s0006.1.p	NaN
4370	AT5G25410.1	489393	Thhalv10005654m	Araha.9062s0004.1.p	NaN
4373	AT1G55930.1	474663	Thhalv10011303m	Araha.10844s0001.1.p	NaN
4389	AT1G20150.1	911846	Thhalv10006858m	Araha.6365s0002.1.p	NaN
4391	AT4G26440.1	329038	Thhalv10027010m	Araha.34918s0002.1.p	NaN
4392	AT1G74340.1	316373	Thhalv10019650m	Araha.1503s0008.1.p	NaN
4412	AT3G19940.1	318745	Thhalv10022032m	Araha.0306s0008.1.p	NaN
4418	AT4G17690.1	946451	Thhalv10025673m	Araha.4507s0020.1.p	NaN
4421	AT5G67265.1	951495	Thhalv10005599m	Araha.12057s0001.1.p	NaN
4427	AT3G58280.1	898783	Thhalv10006470m	Araha.25485s0009.1.p	NaN
4438	AT2G43850.1	935301	Thhalv10001418m	Araha.10135s0007.1.p	NaN
4441	AT5G28646.1	894792	Thhalv10005603m	Araha.7771s0002.1.p	NaN
4443	AT3G23160.1	479826	Thhalv10020490m	Araha.29216s0001.1.p	NaN
4450	AT2G35035.1	482469	Thhalv10017018m	Araha.1615s0016.1.p	NaN
4459	AT2G23260.1	481198	Thhalv10000452m	Araha.9535s0001.1.p	NaN
4471	AT2G23950.1	932396	Thhalv10000081m	Araha.28039s0005.1.p	NaN
4483	AT5G59190.1	950647	Thhalv10015491m	Araha.15651s0004.1.p	NaN
4489	AT2G28760.2	481790	Thhalv10016891m	Araha.22206s0003.1.p	NaN
4490	AT1G66820.1	925897	Thhalv10019339m	Araha.33970s0002.1.p	NaN
4495	AT4G10457.1	327213	Thhalv10029258m	Araha.35014s0003.1.p	NaN
4496	AT4G27420.1	328954	Thhalv10024656m	Araha.27546s0001.1.p	NaN
4497	AT5G49340.1	331346	Thhalv10005359m	Araha.35185s0001.1.p	NaN
4502	AT4G08300.1	489742	Thhalv10028745m	Araha.30096s0002.1.p	NaN
4508	AT1G03980.1	333720	Thhalv10007644m	Araha.6022s0007.1.p	NaN
4519	AT2G30580.1	933560	Thhalv10016711m	Araha.1192s0010.1.p	NaN
4541	AT4G19470.1	354804	Thhalv10027324m	Araha.4822s0001.1.p	NaN
4544	AT4G15650.1	329949	Thhalv10026869m	Araha.19027s0003.1.p	NaN
4545	AT5G47220.1	494254	Thhalv10001003m	Araha.12072s0004.1.p	NaN
4554	AT1G06360.1	470654	Thhalv10008191m	Araha.27695s0001.1.p	NaN
4559	AT1G24570.1	313424	Thhalv10009392m	Araha.2099s0011.1.p	NaN
4578	AT5G28680.1	942461	Thhalv10003639m	Araha.58577s0002.1.p	NaN
4583	AT1G01360.1	909840	Thhalv10008854m	Araha.11664s0007.1.p	NaN
4588	AT4G00080.1	490561	Thhalv10028964m	Araha.24635s0004.1.p	NaN
4592	AT1G48540.1	923189	Thhalv10011201m	Araha.0881s0004.1.p	NaN
4612	AT4G28670.1	889268	Thhalv10024680m	Araha.3365s0021.1.p	NaN
4616	AT5G65370.1	358736	Thhalv10005617m	Araha.14574s0008.1.p	NaN
4624	AT1G22660.1	335508	Thhalv10007128m	Araha.2296s0023.1.p	NaN
4627	AT3G04660.1	340616	Thhalv10022230m	Araha.4820s0002.1.p	NaN
4634	AT3G05750.1	477867	Thhalv10020097m	Araha.23980s0001.1.p	NaN
4667	AT4G32714.1	888832	Thhalv10027076m	Araha.4996s0009.1.p	NaN
4683	AT1G63245.1	924638	Thhalv10023782m	Araha.4138s0003.1.p	NaN
4686	AT3G27640.1	936528	Thhalv10004025m	Araha.7015s0003.1.p	NaN
4687	AT5G55180.2	495603	Thhalv10013478m	Araha.25676s0015.1.p	NaN
4690	AT5G06660.1	940109	Thhalv10016091m	Araha.12204s0005.1.p	NaN
4692	AT2G35615.1	934182	Thhalv10017839m	Araha.17083s0008.1.p	NaN
4698	AT1G36380.1	314057	Thhalv10009847m	Araha.15082s0002.1.p	NaN
4701	AT3G08730.1	478176	Thhalv10020669m	Araha.25299s0003.1.p	NaN
4710	AT5G16640.1	488523	Thhalv10015756m	Araha.30709s0003.1.p	NaN
4716	AT1G55510.1	924060	Thhalv10011610m	Araha.7575s0006.1.p	NaN
4719	AT2G16580.1	931483	Thhalv10023118m	Araha.4753s0004.1.p	NaN
4728	AT4G30770.1	944913	Thhalv10027257m	Araha.58456s0001.1.p	NaN
4734	AT3G61430.1	486618	Thhalv10006141m	Araha.30759s0002.1.p	NaN
4742	AT3G16530.1	479116	Thhalv10021294m	Araha.14088s0001.1.p	NaN
4753	AT2G01890.1	484107	Thhalv10004555m	Araha.4385s0001.1.p	NaN
4760	AT5G32460.1	355494	Thhalv10028240m	Araha.9072s0002.1.p	NaN
4770	AT3G06380.1	477941	Thhalv10020909m	Araha.6616s0007.1.p	NaN
4773	AT1G78520.1	316754	Thhalv10019333m	Araha.16220s0010.1.p	NaN
4786	AT5G26700.1	489492	Thhalv10004900m	Araha.17843s0002.1.p	NaN
4787	AT3G11740.1	478520	Thhalv10022341m	Araha.1412s0004.1.p	NaN
4790	AT5G09660.4	487785	Thhalv10013748m	Araha.43982s0004.1.p	NaN
4791	AT5G60440.1	358254	Thhalv10003426m	Araha.8175s0021.1.p	NaN
4808	AT1G11740.1	312202	Thhalv10009555m	Araha.2699s0007.1.p	NaN
4815	AT3G29152.1	484682	Thhalv10005361m	Araha.13738s0003.1.p	NaN
4821	AT3G14395.1	478858	Thhalv10022065m	Araha.18842s0005.1.p	NaN
4829	AT3G29830.1	323041	Thhalv10015855m	Araha.1289s0002.1.p	NaN
4830	AT3G48050.1	485166	Thhalv10010055m	Araha.11126s0017.1.p	NaN
4840	AT5G03470.1	487124	Thhalv10013349m	Araha.32690s0005.1.p	NaN
4846	AT2G28090.1	481701	Thhalv10017924m	Araha.7942s0005.1.p	NaN
4860	AT4G23520.1	329301	Thhalv10027165m	Araha.5498s0013.1.p	NaN
4867	AT5G17740.1	343446	Thhalv10015279m	Araha.41179s0002.1.p	NaN
4876	AT1G61720.1	924844	Thhalv10023567m	Araha.34654s0003.1.p	NaN
4883	AT5G06090.1	349873	Thhalv10015521m	Araha.41366s0001.1.p	NaN
4893	AT2G39820.1	901916	Thhalv10017712m	Araha.6074s0005.1.p	NaN
4919	AT2G28355.1	933186	Thhalv10011889m	Araha.4101s0002.1.p	NaN
4942	AT1G71360.1	339371	Thhalv10018312m	Araha.10781s0003.1.p	NaN
4947	AT5G57380.1	495838	Thhalv10012995m	Araha.3696s0008.1.p	NaN
4949	AT4G39490.1	943925	Thhalv10026828m	Araha.4538s0029.1.p	NaN
4961	AT1G61130.1	475213	Thhalv10023439m	Araha.22523s0003.1.p	NaN
4964	AT3G22350.1	930217	Thhalv10021950m	Araha.34438s0003.1.p	NaN
4972	AT2G24420.1	481296	Thhalv10000173m	Araha.9424s0002.1.p	NaN
4981	AT2G13295.1	931079	Thhalv10001126m	Araha.20882s0002.1.p	NaN
5016	AT5G37310.1	947354	Thhalv10027693m	Araha.17586s0002.1.p	NaN
5018	AT3G17540.1	479230	Thhalv10020988m	Araha.4968s0002.1.p	NaN
5023	AT2G40220.1	901971	Thhalv10017614m	Araha.1501s0002.1.p	NaN
5031	AT2G39640.1	321648	Thhalv10017897m	Araha.10736s0003.1.p	NaN
5036	AT5G64830.1	496702	Thhalv10004393m	Araha.8092s0024.1.p	NaN
5057	AT4G21330.1	354651	Thhalv10027186m	Araha.13949s0002.1.p	NaN
5060	AT3G55180.1	485941	Thhalv10010979m	Araha.3417s0003.1.p	NaN
5074	AT1G02630.1	470221	Thhalv10007870m	Araha.11129s0009.1.p	NaN
5080	AT3G09840.1	478309	Thhalv10020085m	Araha.5821s0010.1.p	NaN
5083	AT2G36724.1	482655	Thhalv10028125m	Araha.13937s0001.1.p	NaN
5089	AT5G22880.1	489144	Thhalv10014958m	Araha.4847s0002.1.p	NaN
5091	AT5G48100.1	949199	Thhalv10003921m	Araha.3944s0002.1.p	NaN
5105	AT5G57060.1	495799	Thhalv10014992m	Araha.12544s0001.1.p	NaN
5106	AT1G62270.1	929561	Thhalv10003403m	Araha.31973s0003.1.p	NaN
5107	AT1G53080.1	474427	Thhalv10008356m	Araha.14034s0008.1.p	NaN
5117	AT1G09840.1	471093	Thhalv10007729m	Araha.3403s0013.1.p	NaN
5118	AT5G10440.1	487872	Thhalv10014176m	Araha.2597s0014.1.p	NaN
5162	AT5G46810.1	356317	Thhalv10003320m	Araha.11658s0001.1.p	NaN
5167	AT2G37060.1	934354	Thhalv10017301m	Araha.13521s0002.1.p	NaN
5174	AT4G01610.1	490415	Thhalv10028753m	Araha.1146s0003.1.p	NaN
5197	AT5G48945.1	331300	Thhalv10023920m	Araha.23639s0001.1.p	NaN
5198	AT2G38580.1	345641	Thhalv10016585m	Araha.6213s0003.1.p	NaN
5227	AT1G71691.2	476288	Thhalv10019478m	Araha.7729s0002.1.p	NaN
5233	AT5G25390.2	326806	Thhalv10005514m	Araha.1197s0011.1.p	NaN
5239	AT1G33230.1	473496	Thhalv10008088m	Araha.36284s0001.1.p	NaN
5241	AT5G12070.1	940693	Thhalv10015390m	Araha.11630s0020.1.p	NaN
5249	AT2G33705.1	936027	Thhalv10015410m	Araha.15042s0001.1.p	NaN
5279	AT5G62880.1	496470	Thhalv10004903m	Araha.15870s0004.1.p	NaN
5284	AT5G65100.1	496732	Thhalv10005551m	Araha.7683s0009.1.p	NaN
5321	AT3G21620.1	342312	Thhalv10020132m	Araha.23599s0004.1.p	NaN
5326	AT5G08620.1	940355	Thhalv10013129m	Araha.71465s0001.1.p	NaN
5328	AT5G61170.1	496269	Thhalv10005090m	Araha.15426s0002.1.p	NaN
5331	AT2G43870.1	483504	Thhalv10001491m	Araha.40638s0001.1.p	NaN
5343	AT2G33050.1	482243	Thhalv10016266m	Araha.20926s0004.1.p	NaN
5344	AT3G09980.1	478325	Thhalv10021627m	Araha.0122s0002.1.p	NaN
5346	AT2G17620.1	931622	Thhalv10022692m	Araha.0509s0001.1.p	NaN
5349	AT5G45890.1	494390	Thhalv10000948m	Araha.24071s0002.1.p	NaN
5350	AT5G19640.1	351064	Thhalv10015614m	Araha.2817s0007.1.p	NaN
5351	AT5G11700.2	940649	Thhalv10012440m	Araha.9274s0004.1.p	NaN
5360	AT1G45233.2	314163	Thhalv10011479m	Araha.3273s0001.1.p	NaN
5362	AT3G21055.1	930053	Thhalv10021813m	Araha.3669s0001.1.p	NaN
5366	AT5G10500.1	487882	Thhalv10015659m	Araha.2597s0021.1.p	NaN
5377	AT4G11610.1	489983	Thhalv10028390m	Araha.9110s0001.1.p	NaN
5381	AT5G57015.1	950376	Thhalv10013573m	Araha.12544s0007.1.p	NaN
5382	AT3G17250.1	479200	Thhalv10020794m	Araha.10262s0003.1.p	NaN
5385	AT5G11090.1	487941	Thhalv10014629m	Araha.10896s0006.1.p	NaN
5399	AT5G48485.1	949262	Thhalv10005129m	Araha.13212s0001.1.p	NaN
5407	AT4G12950.1	945136	Thhalv10027436m	Araha.18134s0001.1.p	NaN
5409	AT3G01960.1	316997	Thhalv10021987m	Araha.1138s0028.1.p	NaN
5411	AT4G26880.1	492113	Thhalv10027097m	Araha.7389s0001.1.p	NaN
5422	AT1G05290.1	311616	Thhalv10009385m	Araha.39199s0004.1.p	NaN
5424	AT4G39170.1	943887	Thhalv10024693m	Araha.12619s0003.1.p	NaN
5425	AT3G51590.1	485511	Thhalv10010826m	Araha.4866s0001.1.p	NaN
5426	AT2G29125.1	481830	Thhalv10017949m	Araha.2908s0008.1.p	NaN
5431	AT4G28088.1	328884	Thhalv10027289m	Araha.17454s0016.1.p	NaN
5437	AT1G60890.2	475243	Thhalv10023316m	Araha.11209s0003.1.p	NaN
5444	AT3G09810.1	928658	Thhalv10020958m	Araha.5821s0007.1.p	NaN
5448	AT5G11250.1	916001	Thhalv10012489m	Araha.27944s0001.1.p	NaN
5450	AT5G20935.1	489002	Thhalv10015046m	Araha.12632s0013.1.p	NaN
5451	AT4G38840.1	490650	Thhalv10026657m	Araha.16804s0015.1.p	NaN
5460	AT3G50700.1	485418	Thhalv10010353m	Araha.29831s0001.1.p	NaN
5468	AT5G03960.1	487175	Thhalv10013765m	Araha.57055s0001.1.p	NaN
5469	AT5G35550.1	493616	Thhalv10003461m	Araha.34424s0001.1.p	NaN
5470	AT4G29690.1	491793	Thhalv10025136m	Araha.2556s0005.1.p	NaN
5475	AT2G25070.1	344104	Thhalv10000214m	Araha.0038s0001.1.p	NaN
5494	AT5G62460.1	496422	Thhalv10004664m	Araha.4414s0018.1.p	NaN
5499	AT2G47930.1	935783	Thhalv10001715m	Araha.6366s0009.1.p	NaN
5510	AT2G35060.2	482472	Thhalv10016270m	Araha.1615s0019.1.p	NaN
5511	AT4G27030.1	492093	Thhalv10027264m	Araha.21176s0007.1.p	NaN
5512	AT1G49520.1	474089	Thhalv10011568m	Araha.40049s0001.1.p	NaN
5518	AT1G77690.1	476933	Thhalv10018493m	Araha.18004s0014.1.p	NaN
5521	AT3G18890.1	479405	Thhalv10020309m	Araha.3451s0009.1.p	NaN
5539	AT2G22942.1	481157	Thhalv10000380m	Araha.10004s0001.1.p	NaN
5542	AT3G43505.1	897094	Thhalv10003401m	Araha.3939s0001.1.p	NaN
5547	AT1G48370.1	473974	Thhalv10011269m	Araha.2117s0006.1.p	NaN
5564	AT1G66210.1	475724	Thhalv10018142m	Araha.11022s0002.1.p	NaN
5565	AT2G39390.1	482958	Thhalv10010798m	Araha.9925s0007.1.p	NaN
5571	AT5G42490.1	494786	Thhalv10003349m	Araha.30768s0003.1.p	NaN
5584	AT1G01200.1	470156	Thhalv10009311m	Araha.2490s0012.1.p	NaN
5595	AT2G21450.1	481010	Thhalv10000722m	Araha.12988s0005.1.p	NaN
